Customer_ID,Churn_Label,Age,Gender,Location_Region,Marital_Status,Annual_Income,Membership_Tier,Join_Date,Last_Login_Date,Total_Spend_Lifetime,Items_In_Cart,Avg_Session_Duration_Min,Customer_Support_Calls,Preferred_Device,Payment_Method,Marketing_Opt_In,Last_Feedback_Text,Discount_Code_Used
CUST_00055,1,38,Female,North,Unknown,49107.39,Platinum,2021-01-02,2023-11-08,1113.09,17,13.1,0,Tablet,Crypto,True,Loved the product.,
CUST_00056,0,29,nan,East,Unknown,63315.53,Gold,2022-05-17,2023-03-17,290.93,17,14.4,1,Mobile,Crypto,False,Worst experience ever.,SAVE10
CUST_00057,0,58,Male,South,Single,34350.77,Gold,2020-12-18,2023-02-03,18.73,21,17.4,2,Desktop,Crypto,False,nan,WELCOME50
CUST_00058,0,50,Female,North,Divorced,35184.59,Platinum,2021-09-10,2023-03-06,1201.34,9,17.2,0,Mobile,Crypto,False,Fast delivery.,WELCOME50
CUST_00059,0,67,nan,South,Married,48398.71,Silver,2020-09-27,2023-05-21,1035.06,4,14.6,3,Desktop,PayPal,False,App crashes often.,WELCOME50
CUST_00060,0,21,Male,South,Married,63850.26,Bronze,2022-04-06,2023-11-16,529.01,22,20.5,1,Tablet,PayPal,True,nan,SUMMER20
CUST_00061,0,59,Female,South,Single,66422.47,Gold,2020-02-14,2023-11-21,745.89,22,19.9,3,Tablet,Credit Card,True,Great service!,SAVE10
CUST_00062,1,24,Male,West,Divorced,37269.76,Silver,2022-01-17,2023-10-27,2940.66,20,17.1,1,Mobile,Crypto,True,App crashes often.,
CUST_00063,0,39,Male,West,Married,65866.31,Bronze,2021-04-15,2023-10-08,904.36,23,15.3,0,Tablet,PayPal,False,Loved the product.,SAVE10
CUST_00064,0,50,Male,West,Single,57497.61,Bronze,2021-07-03,2023-12-31,1072.61,21,18.3,1,Mobile,COD,True,nan,
CUST_00065,0,34,Female,West,Single,41811.93,Gold,2020-05-07,2023-06-16,66.05,14,16.6,1,Mobile,Credit Card,True,App crashes often.,
CUST_00066,0,41,Female,East,Married,34987.17,Platinum,2022-09-23,2023-07-15,181.52,20,20.3,1,Desktop,Credit Card,True,App crashes often.,SAVE10
CUST_00067,1,51,Female,North,Married,58447.35,Gold,2022-08-02,2023-11-02,358.04,19,19.5,0,Mobile,Credit Card,False,Great service!,WELCOME50
CUST_00068,0,45,Male,West,Unknown,74343.45,Gold,2021-01-22,2023-09-29,775.18,22,9.9,0,Desktop,COD,False,nan,WELCOME50
CUST_00069,1,60,Male,East,Divorced,55532.84,Gold,2020-03-21,2023-05-31,1498.75,3,9.6,1,Mobile,COD,False,Loved the product.,
CUST_00070,0,58,Male,North,Unknown,40976.19,Silver,2021-07-19,2023-08-21,387.49,20,11.5,1,Desktop,COD,False,Fast delivery.,WELCOME50
CUST_00071,0,56,Male,West,Single,26979.67,Platinum,2020-10-27,2023-09-16,440.65,20,19.9,0,Tablet,PayPal,True,Great service!,SUMMER20
CUST_00072,0,39,Female,North,Married,77942.36,Silver,2022-04-29,2023-11-06,295.92,0,7.1,1,Mobile,COD,True,Okay.,SUMMER20
CUST_00073,1,66,Male,West,Unknown,70627.76,Gold,2021-10-05,2023-08-09,293.85,14,17.0,2,Desktop,Credit Card,True,Loved the product.,
CUST_00074,0,34,Female,East,Single,59531.15,Platinum,2021-09-25,2023-02-20,2973.26,16,16.8,1,Mobile,Crypto,True,Loved the product.,WELCOME50
CUST_00075,0,51,Female,South,Divorced,77169.91,Bronze,2022-06-25,2023-12-26,1009.11,18,20.8,0,Desktop,Credit Card,False,App crashes often.,
CUST_00076,0,23,Male,South,Married,58358.79,Platinum,2022-06-01,2023-02-28,169.49,13,15.9,1,Desktop,Credit Card,True,Too expensive.,SUMMER20
CUST_00077,0,63,Female,North,Unknown,47034.45,Gold,2021-01-05,2023-12-02,1281.03,18,8.3,0,Mobile,PayPal,True,Too expensive.,SUMMER20
CUST_00078,0,23,Male,East,Divorced,63326.98,Platinum,2021-08-14,2023-11-30,1280.21,17,10.2,2,Mobile,Credit Card,False,nan,SUMMER20
CUST_00079,0,51,Male,South,Unknown,42554.11,Bronze,2020-07-15,2023-10-10,1098.02,1,9.1,3,Tablet,PayPal,True,Fast delivery.,SAVE10
CUST_00080,1,18,Male,West,Single,40065.28,Bronze,2021-12-22,2023-04-21,144.7,5,12.3,1,Tablet,PayPal,True,App crashes often.,SUMMER20
CUST_00081,0,27,Female,South,Divorced,66574.11,Platinum,2020-03-12,2023-08-09,524.23,12,14.1,4,Tablet,Crypto,False,Too expensive.,WELCOME50
CUST_00082,0,38,Male,North,Unknown,67836.38,Bronze,2020-02-16,2023-08-20,112.9,16,9.2,0,Mobile,Credit Card,False,Great service!,SAVE10
CUST_00083,0,22,Female,North,Divorced,35893.93,Silver,2021-11-08,2023-04-27,1696.2,5,22.4,0,Tablet,Crypto,True,nan,SUMMER20
CUST_00084,0,19,Female,East,Single,36448.03,Platinum,2020-08-21,2023-07-31,1064.71,20,8.4,1,Desktop,Crypto,True,Fast delivery.,WELCOME50
CUST_00085,0,39,Male,North,Divorced,48324.25,Bronze,2022-03-02,2023-06-23,707.66,21,21.7,1,Mobile,Credit Card,True,App crashes often.,SUMMER20
CUST_00086,0,65,Female,South,Unknown,44330.43,Bronze,2020-10-23,2023-08-21,420.09,4,20.9,3,Desktop,Credit Card,True,Worst experience ever.,WELCOME50
CUST_00087,0,19,Female,South,Single,62147.33,Platinum,2020-03-22,2023-07-24,203.65,6,19.5,0,Desktop,COD,True,Great service!,WELCOME50
CUST_00088,1,27,Male,South,Married,55720.75,Silver,2022-05-25,2023-08-01,112.55,0,11.5,2,Desktop,COD,False,Too expensive.,SUMMER20
CUST_00089,0,51,Male,South,Unknown,72473.59,Platinum,2020-08-26,2023-02-18,3481.56,12,16.7,0,Mobile,PayPal,True,Too expensive.,SUMMER20
CUST_00090,0,33,Female,East,Unknown,59758.87,Bronze,2022-06-06,2023-06-10,222.7,18,8.6,0,Mobile,Credit Card,True,Too expensive.,SAVE10
CUST_00091,0,65,Male,West,Single,45331.35,Platinum,2020-04-13,2023-08-07,61.74,21,19.6,3,Tablet,PayPal,True,Too expensive.,SUMMER20
CUST_00092,0,68,Female,West,Single,26633.07,Bronze,2021-01-24,2023-06-10,3261.44,0,14.6,2,Tablet,Crypto,True,Loved the product.,WELCOME50
CUST_00093,0,56,Male,East,Married,57691.84,Gold,2020-10-11,2023-12-07,796.18,12,13.0,3,Tablet,Crypto,True,Worst experience ever.,
CUST_00094,0,39,Male,North,Unknown,29345.08,Platinum,2021-04-09,2023-05-11,1592.86,10,8.9,0,Tablet,COD,True,Fast delivery.,SAVE10
CUST_00095,0,29,Male,West,Single,45145.67,Platinum,2021-10-12,2023-07-11,44.75,6,2.6,2,Desktop,PayPal,True,Fast delivery.,WELCOME50
CUST_00096,0,41,Male,North,Married,44174.1,Bronze,2022-05-04,2023-03-20,836.89,19,9.8,1,Mobile,Credit Card,True,Too expensive.,WELCOME50
CUST_00097,0,64,Female,West,Married,47373.59,Bronze,2021-01-08,2023-12-18,507.85,2,20.6,2,Tablet,Credit Card,True,Fast delivery.,
CUST_00098,0,57,Male,North,Single,35259.49,Bronze,2020-06-15,2023-08-31,1478.25,24,13.0,1,Desktop,COD,False,Worst experience ever.,SUMMER20
CUST_00099,0,55,Female,East,Unknown,44120.85,Bronze,2021-01-14,2023-02-04,39.18,0,14.2,1,Mobile,COD,False,Great service!,WELCOME50
CUST_00100,0,27,Female,South,Divorced,72188.57,Platinum,2020-12-29,2023-02-16,513.65,7,18.3,2,Mobile,PayPal,True,Great service!,
CUST_00101,0,52,Female,North,Divorced,72147.23,Bronze,2020-08-02,2023-02-13,1604.82,16,24.0,0,Mobile,COD,True,Okay.,
CUST_00102,0,68,Female,South,Married,77987.5,Platinum,2021-11-17,2023-02-17,739.6,12,21.6,1,Desktop,COD,True,Fast delivery.,SUMMER20
CUST_00103,0,66,Male,North,Divorced,55152.2,Silver,2020-09-30,2023-08-10,798.59,13,10.1,2,Tablet,COD,True,Too expensive.,
CUST_00104,1,49,Male,North,Divorced,59068.29,Platinum,2021-12-19,2023-02-19,102.22,4,5.3,1,Mobile,Crypto,True,App crashes often.,
CUST_00105,0,24,Female,North,Single,72409.17,Bronze,2022-08-17,2023-07-10,141.94,23,26.8,2,Desktop,PayPal,True,Worst experience ever.,
CUST_00106,0,38,Male,North,Married,32940.09,Bronze,2021-11-30,2023-03-08,1130.1,21,26.3,3,Mobile,Credit Card,False,Too expensive.,
CUST_00107,0,37,Female,North,Unknown,67084.43,Silver,2021-10-25,2023-10-12,1124.07,22,15.9,1,Desktop,Credit Card,True,Loved the product.,
CUST_00108,0,43,Male,South,Married,74535.17,Platinum,2020-03-14,2023-01-31,3868.17,23,8.6,2,Tablet,PayPal,False,nan,
CUST_00109,0,21,Female,North,Single,41665.6,Silver,2021-09-15,2023-10-28,1244.63,5,19.8,1,Tablet,COD,False,App crashes often.,WELCOME50
CUST_00110,0,63,Female,South,Divorced,75739.59,Platinum,2021-10-12,2023-10-15,679.72,21,14.5,0,Mobile,COD,False,Worst experience ever.,SAVE10
CUST_00111,0,69,Female,East,Unknown,85865.74,Bronze,2020-06-24,2023-10-15,1947.21,5,14.4,1,Tablet,Credit Card,False,Loved the product.,SUMMER20
CUST_00112,1,39,Female,West,Married,66667.7,Platinum,2021-06-30,2023-06-18,110.34,20,19.5,1,Tablet,Crypto,False,Fast delivery.,SAVE10
CUST_00113,1,32,Female,North,Divorced,63917.57,Bronze,2022-01-16,2023-12-10,596.56,7,16.7,3,Desktop,PayPal,False,Loved the product.,SUMMER20
CUST_00114,0,57,Female,West,Married,38203.36,Bronze,2020-09-07,2023-03-04,338.43,12,9.1,0,Desktop,COD,False,Fast delivery.,SAVE10
CUST_00115,1,38,Female,South,Unknown,71038.06,Gold,2020-06-16,2023-07-30,110.53,17,13.4,2,Mobile,Crypto,False,Loved the product.,SUMMER20
CUST_00116,1,32,Male,East,Married,39616.14,Gold,2021-04-18,2023-07-01,1441.82,22,18.3,0,Desktop,Crypto,False,App crashes often.,
CUST_00117,0,39,Male,East,Married,60546.11,Platinum,2021-01-23,2023-12-07,714.97,3,17.6,0,Tablet,COD,True,Loved the product.,SAVE10
CUST_00118,1,69,Male,East,Married,62066.43,Bronze,2020-10-03,2023-08-05,813.66,16,16.3,0,Desktop,PayPal,True,Too expensive.,SAVE10
CUST_00119,0,45,Female,West,Divorced,5556.2,Silver,2022-08-05,2023-01-27,529.76,4,19.7,0,Tablet,PayPal,False,Fast delivery.,SUMMER20
CUST_00120,1,31,Male,South,Unknown,61087.05,Bronze,2021-10-17,2023-05-28,616.81,2,13.2,2,Mobile,Credit Card,False,Great service!,SUMMER20
CUST_00121,1,44,Female,North,Unknown,94322.12,Silver,2021-12-05,2023-11-04,123.32,3,15.9,4,Tablet,Credit Card,False,Loved the product.,WELCOME50
CUST_00122,0,58,Female,North,Divorced,23622.15,Platinum,2021-07-24,2023-06-09,1117.54,22,-1.9,2,Desktop,PayPal,True,Fast delivery.,
CUST_00123,0,57,Female,South,Divorced,54191.62,Platinum,2020-08-12,2023-06-30,566.42,4,12.8,3,Desktop,COD,True,Great service!,
CUST_00124,0,45,Female,West,Divorced,25793.27,Silver,2021-12-02,2023-02-23,1697.0,13,18.8,1,Desktop,PayPal,False,Fast delivery.,WELCOME50
CUST_00125,0,43,Male,North,Single,41587.88,Silver,2020-11-28,2023-10-23,218.51,14,13.0,0,Desktop,Credit Card,False,nan,SUMMER20
CUST_00126,1,66,Female,South,Married,26053.35,Bronze,2022-05-13,2023-09-17,229.48,19,12.7,0,Mobile,Credit Card,False,Okay.,
CUST_00127,1,19,Female,North,Married,57393.13,Platinum,2022-02-25,2023-04-19,1037.78,16,9.8,2,Tablet,Credit Card,False,Fast delivery.,SUMMER20
CUST_00128,0,42,Male,East,Unknown,66904.07,Bronze,2022-03-05,2023-03-21,1870.82,5,20.0,1,Desktop,PayPal,False,nan,
CUST_00129,0,20,Male,North,Married,61146.08,Silver,2020-02-27,2023-12-03,639.03,9,17.7,0,Tablet,PayPal,False,Great service!,SAVE10
CUST_00130,0,25,Female,West,Single,41047.26,Gold,2020-08-22,2023-09-04,1298.11,21,19.1,1,Mobile,COD,True,Great service!,SAVE10
CUST_00131,0,61,Female,South,Divorced,45859.08,Gold,2022-04-21,2023-04-25,7308.12,22,6.4,1,Tablet,Credit Card,True,App crashes often.,
CUST_00132,0,50,Male,West,Unknown,59084.09,Gold,2020-02-02,2023-02-25,4632.09,15,14.2,0,Desktop,Crypto,True,Worst experience ever.,
CUST_00133,0,59,Female,South,Unknown,41516.14,Silver,2022-04-04,2023-06-29,1363.89,16,13.6,1,Tablet,Crypto,False,Okay.,
CUST_00134,1,69,Female,East,Married,35068.07,Bronze,2020-11-19,2023-10-12,1345.48,13,13.6,0,Desktop,COD,False,Loved the product.,WELCOME50
CUST_00135,0,52,Male,South,Unknown,51413.09,Platinum,2021-02-14,2023-07-08,284.51,19,11.9,2,Desktop,COD,True,Loved the product.,
CUST_00136,0,23,nan,North,Divorced,40829.38,Silver,2020-10-01,2023-02-28,1793.0,11,13.3,0,Mobile,Credit Card,True,Okay.,WELCOME50
CUST_00137,0,56,Female,North,Unknown,61173.37,Gold,2020-03-08,2023-05-23,519.37,8,19.2,2,Mobile,PayPal,False,Fast delivery.,WELCOME50
CUST_00138,0,69,Female,East,Divorced,74480.46,Bronze,2020-08-04,2023-10-21,3270.01,14,5.4,5,Tablet,PayPal,True,Okay.,SAVE10
CUST_00139,1,40,Female,South,Single,93963.75,Platinum,2022-07-24,2023-04-26,84.93,11,23.9,2,Tablet,Crypto,True,Too expensive.,
CUST_00140,1,42,Male,East,Single,60071.0,Platinum,2022-08-23,2023-08-08,572.42,13,17.4,0,Desktop,Credit Card,True,nan,SAVE10
CUST_00141,0,67,Male,North,Divorced,64689.58,Silver,2021-08-03,2023-10-15,811.57,21,14.8,1,Desktop,Crypto,True,Too expensive.,SAVE10
CUST_00142,0,60,Male,West,Married,46010.24,Silver,2022-06-16,2023-11-15,519.46,17,19.5,0,Desktop,Crypto,False,Worst experience ever.,WELCOME50
CUST_00143,0,36,Male,East,Unknown,46939.35,Platinum,2022-01-05,2023-11-11,236.46,19,7.7,4,Desktop,Credit Card,False,Fast delivery.,SUMMER20
CUST_00144,0,22,Male,West,Married,74260.84,Platinum,2020-11-18,2023-12-12,898.91,5,11.7,0,Mobile,COD,False,App crashes often.,WELCOME50
CUST_00145,0,68,Female,West,Unknown,50855.08,Gold,2020-08-05,2023-11-26,1410.25,3,14.4,1,Desktop,Crypto,False,Great service!,SAVE10
CUST_00146,0,28,Female,South,Single,56094.21,Platinum,2021-11-02,2023-10-13,1035.18,22,21.8,1,Mobile,COD,True,Fast delivery.,WELCOME50
CUST_00147,0,29,Female,East,Single,73344.64,Silver,2021-05-26,2023-01-14,267.16,11,14.8,0,Tablet,PayPal,True,nan,WELCOME50
CUST_00148,0,27,Female,West,Single,50970.59,Bronze,2021-02-09,2023-11-08,1315.31,12,17.3,1,Tablet,Crypto,True,Loved the product.,WELCOME50
CUST_00149,0,25,Female,West,Unknown,77506.31,Gold,2022-06-24,2023-12-03,296.92,18,12.1,2,Mobile,Credit Card,False,Too expensive.,
CUST_00150,1,41,Male,South,Single,63595.44,Gold,2022-07-25,2023-12-22,192.62,21,17.4,0,Desktop,COD,False,nan,WELCOME50
CUST_00151,0,45,Male,South,Single,61830.97,Platinum,2021-10-20,2023-05-17,1173.34,12,23.4,3,Tablet,PayPal,False,Too expensive.,SAVE10
CUST_00152,0,58,Female,North,Single,45277.16,Bronze,2021-04-14,2023-01-15,1850.16,11,20.0,2,Mobile,PayPal,False,Too expensive.,WELCOME50
CUST_00153,0,53,Female,West,Single,62636.89,Gold,2020-05-26,2023-04-03,656.89,19,14.6,0,Tablet,Crypto,True,App crashes often.,
CUST_00154,1,54,Male,North,Married,48564.31,Silver,2020-09-28,2023-05-20,757.99,2,18.4,1,Desktop,PayPal,False,Loved the product.,SAVE10
CUST_00155,0,38,Female,West,Single,62041.13,Platinum,2020-05-22,2023-12-26,360.61,2,17.9,0,Mobile,Credit Card,True,App crashes often.,WELCOME50
CUST_00156,0,25,Male,North,Single,53472.62,Silver,2020-09-09,2023-06-08,682.44,13,17.5,2,Tablet,Crypto,True,Great service!,SAVE10
CUST_00157,0,26,Female,South,Married,69502.14,Platinum,2022-02-01,2023-06-23,141.54,17,20.6,1,Desktop,PayPal,True,Fast delivery.,
CUST_00158,0,64,Female,East,Married,54523.43,Gold,2021-07-28,2023-06-29,3119.73,18,20.5,2,Mobile,Credit Card,False,Fast delivery.,SUMMER20
CUST_00159,0,32,Female,South,Unknown,85567.86,Platinum,2021-07-05,2023-01-04,1611.24,9,14.4,0,Mobile,COD,False,Okay.,
CUST_00160,0,65,Non-Binary,North,Divorced,50866.8,Bronze,2020-09-26,2023-04-03,1102.54,16,18.2,0,Mobile,COD,True,Too expensive.,
CUST_00161,0,63,Female,North,Single,46981.38,Silver,2022-02-03,2023-03-15,772.61,14,13.1,1,Mobile,Crypto,True,Okay.,SAVE10
CUST_00162,0,57,Female,East,Single,60191.71,Bronze,2021-08-21,2023-10-17,1571.03,18,10.4,0,Tablet,Credit Card,False,Too expensive.,SAVE10
CUST_00163,0,35,Female,West,Single,71168.07,Silver,2021-03-14,2023-12-03,682.72,8,13.7,3,Mobile,PayPal,False,Great service!,SUMMER20
CUST_00164,0,59,Female,North,Unknown,71051.48,Silver,2022-07-08,2023-07-25,356.64,3,14.6,0,Mobile,Crypto,False,nan,SUMMER20
CUST_00165,1,37,Female,North,Single,57501.72,Platinum,2021-08-20,2023-02-05,174.8,14,6.7,2,Mobile,Crypto,False,App crashes often.,SUMMER20
CUST_00166,0,23,Male,North,Divorced,60086.34,Gold,2021-02-12,2023-03-14,1042.95,18,19.3,0,Mobile,PayPal,True,Worst experience ever.,
CUST_00167,0,29,Male,East,Married,60108.07,Gold,2021-01-05,2023-11-21,2651.09,15,1.2,1,Mobile,Credit Card,True,Worst experience ever.,
CUST_00168,0,19,Female,South,Unknown,38831.91,Bronze,2020-08-12,2023-01-16,166.79,7,28.6,2,Desktop,PayPal,True,Worst experience ever.,SUMMER20
CUST_00169,0,24,Male,North,Married,70361.1,Platinum,2020-05-21,2023-02-16,198.47,16,22.5,0,Tablet,COD,True,Loved the product.,SUMMER20
CUST_00170,0,33,Male,East,Single,36132.15,Gold,2021-06-05,2023-09-29,568.47,20,13.7,1,Desktop,Crypto,True,Great service!,SUMMER20
CUST_00171,0,20,Non-Binary,North,Single,38860.02,Silver,2021-05-20,2023-04-21,1644.54,0,15.0,3,Tablet,COD,True,Fast delivery.,WELCOME50
